id,company,latitude,longitude,SIC,rev,norm_rev
252,International Paper,40.750934,-73.974844,Other,23617000000,0.0486295714412201
659,Duke Energy,35.224031,-80.848677,Other,23427000000,0.0482383439959971
955,US Foods,41.988652,-87.857881,Wholesale Trade Nondurable Goods,23020000000,0.0474002936264931
881,Raytheon,42.40562,-71.282783,Other,22826000000,0.0470008298140022
933,Time Warner Cable,40.769045,-73.982711,Communications,22812000000,0.0469720025285648
554,Arrow Electronics,39.58145,-104.882343,Other,22769000000,0.0468834615804353
518,Aflac,32.467239,-84.963797,Insurance Carriers,22609000000,0.0465540068897212
908,Staples,42.2925,-71.488243,Miscellaneous Retail,22492000000,0.0463130931471365
693,Fluor,32.901045,-96.951349,Other,21532000000,0.0443363650028518
812,National Oilwell Varco,29.691612,-95.554589,Industrial/Commercial Machinery and Computer Equipment,21440000000,0.0441469285556912
699,Freeport-McMoRan,33.451707,-112.073079,Other,21438000000,0.0441428103720573
832,Nucor,35.158848,-80.834768,Other,21105000000,0.0434571327970086
609,Chesapeake Energy,35.534648,-97.528902,Other,20951000000,0.0431400326571962
784,ManpowerGroup,43.049068,-87.912959,Business Services,20763000000,0.0427529233956071
1,Abbott Laboratories,42.323339,-87.840464,Chemicals and Allied Products,20247000000,0.0416904320180541
543,Amgen,34.192136,-118.919477,Chemicals and Allied Products,20063000000,0.0413115591237329
512,AbbVie,42.302161,-87.891526,Chemicals and Allied Products,19960000000,0.0410994726665857
639,Danaher,38.901652,-77.049446,Other,19914000000,0.0410047544430054
500,Whirlpool,42.079177,-86.501053,Electric and Electronic Equipment,19872000000,0.0409182725866929
850,PBF Energy,40.857481,-74.427019,Petroleum and Coal Products,19828000000,0.0408276725467465
723,HollyFrontier,32.794497,-96.80821,Petroleum and Coal Products,19764000000,0.0406958906704609
269,Kimberly-Clark,44.187537,-88.460624,Paper and Allied Products,19724000000,0.0406135269977824
665,Eli Lilly,40.081214,-86.457269,Chemicals and Allied Products,19616000000,0.0403911450815503
986,Xerox,41.145258,-73.42821,Business Services,19540000000,0.0402346541034611
869,Progressive,41.53515,-81.451285,Insurance Carriers,19377000000,0.0398990221372961
834,Occidental Petroleum,29.730666,-95.431745,Other,19312000000,0.0397651811691935
635,Cummins,39.2,-85.92,Industrial/Commercial Machinery and Computer Equipment,19221000000,0.0395778038138499
734,Icahn Enterprises,40.763537,-73.972248,Other,19211000000,0.0395572128956802
562,AutoNation,26.120149,-80.14428,Other,19109000000,0.03934718553035
761,Kohl's,43.11937,-88.122834,General Merchandise Stores,19023000000,0.0391701036340911
845,Paccar,47.616643,-122.199643,Transportation Equipment,18997000000,0.0391165672468501
652,Dollar General,36.308958,-86.699007,General Merchandise Stores,18910000000,0.0389374262587743
594,Capital One Financial,38.924605,-77.212925,Other,18749000000,0.0386059124762432
623,Community Health Systems,35.95176,-86.810607,Other,18639000000,0.0383794123763773
902,Southwest Airlines,32.845286,-96.862395,Other,18605000000,0.0383094032546005
715,Hartford Financial Services Group,41.769703,-72.686981,Insurance Carriers,18527000000,0.0381487940928774
901,Southern,33.76432,-84.388259,Other,18467000000,0.0380252485838596
762,Kraft Foods Group,42.108563,-87.797355,Other,18205000000,0.0374857665278152
943,U.S. Bancorp,44.975625,-93.27385,Depository Institutions,18197000000,0.0374692937932795
215,Goodyear Tire & Rubber,41.065802,-81.482782,Chemicals and Allied Products,18138000000,0.0373478073760787
605,CenturyLink,32.58955,-92.06695,Communications,18031000000,0.0371274845516636
533,Altria Group,37.600246,-77.51729,Other,17945000000,0.0369504026554048
201,General Mills,44.97847,-93.267609,Food and Kindred Products,17910000000,0.0368783344418111
662,eBay,37.295448,-121.9275,Business Services,17902000000,0.0368618617072754
274,Lear,34.015074,-118.445536,Transportation Equipment,17727000000,0.0365015206393068
645,Devon Energy,35.466999,-97.518126,Other,17577000000,0.0361926568667623
940,TRW Automotive Holdings,42.372537,-83.341858,Transportation Equipment,17539000000,0.0361144113777177
949,United States Steel,40.44129,-79.994574,Other,17507000000,0.0360485204395749
116,Colgate-Palmolive,40.772754,-73.96299,Chemicals and Allied Products,17277000000,0.0355749293216734
705,Global Partners,42.354708,-71.262596,Wholesale Trade Nondurable Goods,17270000000,0.0355605156789546
852,Penske Automotive Group,42.60254,-83.287959,Other,17177000000,0.0353690201399771
916,Supervalu,44.871993,-93.425385,Other,17153000000,0.0353196019363699
516,AES,38.879782,-77.112698,Other,17146000000,0.0353051882936512
823,NextEra Energy,26.859603,-80.059373,Other,17021000000,0.0350478018165308
537,American Electric Power,39.965177,-83.006003,Other,17020000000,0.0350457427247138
929,Thermo Fisher Scientific,42.39985,-71.258135,Other,16890000000,0.0347780607885086
673,EOG Resources,29.752554,-95.370401,Other,16693000000,0.0343724197005669
572,Baxter International,42.159299,-87.879811,Chemicals and Allied Products,16671000000,0.0343271196805937
924,Tenet Healthcare,32.784788,-96.802642,Other,16615000000,0.0342118105388437
909,Starbucks,47.581004,-122.335899,Other,16448000000,0.0338679422054109
701,Gap,37.790787,-122.390962,Other,16435000000,0.0338411740117904
545,Anadarko Petroleum,30.160564,-95.453901,Other,16375000000,0.0337176285027726
799,Micron Technology,43.529509,-116.149292,Other,16358000000,0.0336826239418842
758,Kinder Morgan,29.757858,-95.367377,Other,16226000000,0.033410823822045
835,Office Depot,26.405053,-80.120196,Miscellaneous Retail,16096000000,0.0331431418858398
585,Bristol-Myers Squibb,40.757738,-73.972302,Chemicals and Allied Products,15879000000,0.0326963189615588
831,NRG Energy,40.318725,-74.645088,Other,15868000000,0.0326736689515722
804,Monsanto,38.689556,-90.406423,Other,15855000000,0.0326469007579517
626,ConAgra Foods,41.255355,-95.92636,Other,15844000000,0.0326242507479651
747,Jabil Circuit,27.868696,-82.648414,Other,15762000000,0.0324554052189741
570,Bank of New York Mellon Corp.,40.707491,-74.011638,Depository Institutions,15740000000,0.0324101051990009
603,Centene,38.649512,-90.334501,Insurance Carriers,15689000000,0.0323050915163358
863,PPG Industries,40.439998,-80.003795,Chemicals and Allied Products,15360000000,0.0316276503085549
702,Genuine Parts,33.895226,-84.469987,Other,15342000000,0.0315905866558496
838,Omnicom Group,40.757357,-73.975373,Business Services,15318000000,0.0315411684522425
810,Murphy USA,33.214833,-92.664087,Other,15279000000,0.0314608638713809
975,Western Refining,31.75891,-106.489246,Petroleum and Coal Products,15154000000,0.0312034773942605
974,Western Digital,33.673207,-117.841192,Industrial/Commercial Machinery and Computer Equipment,15130000000,0.0311540591906534
862,PNC Financial Services Group,40.440257,-80.000118,Depository Institutions,15102000000,0.0310964046197784
767,Land O'Lakes,45.062668,-93.150838,Other,14966000000,0.0308163681326714
551,Aramark,39.952121,-75.158526,Other,14833000000,0.0305425089210153
651,DISH Network,39.545623,-104.856198,Communications,14643000000,0.0301512814757923
692,FirstEnergy,41.083428,-81.51857,Other,14629000000,0.0301224541903548
769,Las Vegas Sands,36.122084,-115.168032,Other,14584000000,0.0300297950585915
756,Kellogg,42.320627,-85.186571,Other,14580000000,0.0300215586913236
736,Illinois Tool Works,42.058327,-87.805888,Industrial/Commercial Machinery and Computer Equipment,14484000000,0.0298238858768951
781,Loews,40.764533,-73.970323,Insurance Carriers,14316000000,0.0294779584516453
663,Ecolab,44.946166,-93.094166,Chemicals and Allied Products,14281000000,0.0294058902380516
979,Whole Foods Market,30.27059,-97.753285,Other,14194000000,0.0292267492499758
612,Chubb,40.643359,-74.563494,Insurance Carriers,14056000000,0.0289425945792349
718,Health Net,34.178822,-118.600966,Insurance Carriers,14009000000,0.0288458172638376
969,Waste Management,29.755806,-95.36392,Other,13996000000,0.0288190490702171
460,Textron,41.824805,-71.406933,Miscellaneous Manufacturing Industries,13878000000,0.0285760762358154
918,Synnex,37.49708,-121.97999,Other,13840000000,0.0284978307467708
600,CBS,40.761147,-73.978741,Communications,13806000000,0.0284278216249941
960,Viacom,40.757932,-73.986072,Communications,13783000000,0.0283804625132039
827,Nordstrom,47.612339,-122.336246,Other,13506000000,0.0278100940799051
776,Lincoln National,40.043043,-75.365572,Insurance Carriers,13480000000,0.0277565576926641
548,Apache,29.747772,-95.451708,Other,13478000000,0.0277524395090301
588,C.H. Robinson Worldwide,44.820869,-93.460603,Other,13470000000,0.0277359667744944
664,Edison International,34.054048,-118.080646,Other,13413000000,0.0276185985409275
987,Yum Brands,38.197902,-85.69565,Other,13279000000,0.0273426802374545
849,Parker-Hannifin,41.50659,-81.461171,Other,13216000000,0.0272129574529858
928,Texas Instruments,32.911373,-96.755239,Other,13045000000,0.0268608527522851
624,Computer Sciences,38.860373,-77.214189,Business Services,12998000000,0.0267640754368878
970,WellCare Health Plans,28.01574,-82.551047,Insurance Carriers,12960000000,0.0266858299478432
788,Marsh & McLennan,40.757038,-73.982109,Other,12951000000,0.0266672981214905
628,Consolidated Edison,40.734065,-73.987883,Other,12919000000,0.0266014071833477
641,DaVita HealthCare Partners,39.75363,-105.00412,Other,12781000000,0.0263172525126068
961,Visa,37.623908,-122.381592,Depository Institutions,12702000000,0.0261545842590667
748,Jacobs Engineering Group,34.148483,-118.132811,Other,12695000000,0.026140170616348
634,CSX,30.324521,-81.664058,Other,12669000000,0.0260866342291069
596,CarMax,37.611047,-77.667707,Other,12574000000,0.0258910205064954
671,Entergy,29.948947,-90.076831,Other,12495000000,0.0257283522529553
683,Facebook,37.483403,-122.149513,Business Services,12466000000,0.0256686385902634
654,Dominion Resources,37.533976,-77.451742,Other,12436000000,0.0256068658357545
935,Toys R Us,40.979423,-74.254132,Miscellaneous Retail,12361000000,0.0254524339494822
771,Leucadia National,40.760264,-73.974516,Other,12329000000,0.0253865430113394
658,DTE Energy,42.334316,-83.057081,Other,12301000000,0.0253288884404645
541,Ameriprise Financial,44.974947,-93.269236,Other,12296000000,0.0253185929813796
959,VF,36.122155,-79.798901,Other,12282000000,0.0252897656959421
865,Praxair,41.383056,-73.531451,Chemicals and Allied Products,12273000000,0.0252712338695895
745,J.C. Penney,33.081626,-96.831755,General Merchandise Stores,12257000000,0.0252382884005181
839,Oneok,36.150545,-95.991645,Other,12195000000,0.0251106247078663
765,L-3 Communications,40.749306,-73.975913,Other,12124000000,0.024964429188862
601,CDW,42.229451,-87.943719,Other,12075000000,0.0248635336898308
985,Xcel Energy,44.979599,-93.270269,Other,11686000000,0.0240625469730321
828,Norfolk Southern,36.844943,-76.28818,Other,11624000000,0.0239348832803804
879,R.R. Donnelley & Sons,41.880287,-87.636265,Other,11603000000,0.0238916423522241
732,Huntsman,40.759312,-111.819089,Chemicals and Allied Products,11578000000,0.0238401650568
575,Bed Bath & Beyond,40.697541,-74.304805,Other,11504000000,0.0236877922623448
864,PPL,40.601553,-75.475943,Other,11499000000,0.02367749680326
764,L Brands,40.054338,-82.896881,Other,11454000000,0.0235848376714966
907,Stanley Black & Decker,41.693676,-72.808286,Industrial/Commercial Machinery and Computer Equipment,11339000000,0.0233480421125458
686,Farmers Insurance Exchange,34.061538,-118.331523,Other,11318000000,0.0233048011843896
414,Sherwin-Williams,41.498085,-81.691455,Miscellaneous Manufacturing Industries,11130000000,0.0229176919228005
579,BlackRock,40.759078,-73.973615,Other,11081000000,0.0228167964237693
963,Voya Financial,40.754395,-73.976119,Insurance Carriers,11078000000,0.0228106191483184
890,Ross Stores,37.710349,-121.890073,Other,11042000000,0.0227364918429078
899,Sempra Energy,32.719327,-117.163389,Other,11035000000,0.022722078200189
676,Estee Lauder,40.763537,-73.972248,Chemicals and Allied Products,10969000000,0.0225861781402695
785,Marathon Oil,29.749608,-95.472082,Other,10924000000,0.0224935190085061
710,H.J. Heinz,40.4398,-80.0032,Other,10922000000,0.0224894008248722
709,Guardian Life Ins. Co. of America,40.704046,-74.009662,Insurance Carriers,10906000000,0.0224564553558008
884,Reinsurance Group of America,38.661306,-90.56653,Insurance Carriers,10904000000,0.0224523371721668
871,Public Service Enterprise Group,40.737027,-74.168264,Other,10886000000,0.0224152735194615
815,Navistar International,41.80994,-88.10768,Transportation Equipment,10806000000,0.0222505461741044
633,CST Brands,29.584281,-98.606243,Other,10777000000,0.0221908325114125
721,Hess,40.757876,-73.982424,Petroleum and Coal Products,10659000000,0.0219478596770109
953,Unum Group,35.050484,-85.306874,Insurance Carriers,10510000000,0.0216410549962833
773,Liberty Interactive,39.553121,-104.846177,Communications,10499000000,0.0216184049862967
684,Family Dollar,35.13157,-80.7316,General Merchandise Stores,10489000000,0.0215978140681271
868,Principal Financial,41.588614,-93.627601,Other,10478000000,0.0215751640581405
885,Reliance Steel & Aluminum,34.051415,-118.251634,Other,10452000000,0.0215216276708995
523,Air Products & Chemicals,40.551426,-75.598734,Chemicals and Allied Products,10439000000,0.021494859477279
557,Assurant,40.707832,-74.008736,Insurance Carriers,10382000000,0.021377491243712
593,Cameron International,29.754915,-95.454582,Industrial/Commercial Machinery and Computer Equipment,10381000000,0.0213754321518951
719,Henry Schein,40.767775,-73.417524,Other,10371000000,0.0213548412337255
912,State Street Corp.,42.351465,-71.060177,Depository Institutions,10285000000,0.0211777593374666
620,Cognizant Technology Solutions,40.872948,-74.006989,Business Services,10263000000,0.0211324593174934
561,Automatic Data Processing,40.815583,-74.310011,Business Services,10226000000,0.0210562729202658
854,Peter Kiewit Sons',41.257203,-95.965464,Other,9985000000,0.0205600317923777
965,W.W. Grainger,42.236399,-87.911161,Other,9965000000,0.0205188499560384
708,Group 1 Automotive,29.777752,-95.544175,Other,9938000000,0.0204632544769804
977,WestRock,37.536017,-77.441874,Other,9895000000,0.020374713528851
558,AT&T,32.779555,-96.798782,Chemicals and Allied Products,9865000000,0.0203129407743421
513,Advance Auto Parts,37.317428,-79.959208,Other,9844000000,0.0202696998461858
519,AGCO,34.017471,-84.16467,Industrial/Commercial Machinery and Computer Equipment,9724000000,0.0200226088281503
630,Corning,42.145384,-77.055935,Other,9715000000,0.0200040770017976
578,Biogen,42.36629,-71.085764,Chemicals and Allied Products,9700000000,0.0199731906245431
798,MGM Resorts International,36.112238,-115.179084,Other,9699000000,0.0199711315327262
824,NGL Energy Partners,36.07479,-95.925261,Miscellaneous Retail,9699000000,0.0199711315327262
914,Stryker,42.241892,-85.556136,Other,9675000000,0.0199217133291191
703,Genworth Financial,37.602909,-77.513391,Insurance Carriers,9565000000,0.0196952132292531
866,Precision Castparts,45.489214,-122.67295,Transportation Equipment,9533000000,0.0196293222911103
661,Eastman Chemical,36.535422,-82.55093,Chemicals and Allied Products,9527000000,0.0196169677402085
642,Dean Foods,32.80551,-96.792379,Other,9503000000,0.0195675495366014
563,AutoZone,35.142001,-90.056133,Other,9475000000,0.0195098949657264
791,MasterCard,41.023464,-73.714276,Depository Institutions,9473000000,0.0195057767820925
842,Owens & Minor,37.644394,-77.408579,Other,9440000000,0.0194378267521327
